case_id,stateofcase,court_rules,ruling,judge,dept_num,litigating_attny,max(emp_ssn),client_ssn,
130121,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ax Andrivot,1568-124,168-48-7836,129-67-0193,224-86-7521,"The plaintiff in this case is a business owner who was fired from his position at a Seattle restaurant. The business owner sued the restaurant for wrongful dismissal claiming that he was sacked because he was not following the company's code of conduct."" The restaurant counter-lieved and moved to dismiss the case"""
133270,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Elaina Wink,7817-106,649-04-2975,236-99-0161,468-16-8121,The plaintiff in this case is a small business owner who has been nationally recognised for his errors in marketing his business. The defendant is a company that he has used as a personal service to sell his businesses. The defendant has been paying the plaintiff each month for the past three years and the plaintiff has not been able to collect his payments. The defendant has started to garnish the plaintiff's income as part of its investigation into the matter
134221,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ethan Abramino,4773-102,367-13-0639,523-20-1170,663-87-1907,The plaintiff in the case is a group of people who identify as minority groups. The group is challenging the use of a government program that provides financial assistance to organizations that provide affirmative action services to minority groups. The program has been around for many years and the defendants in the case are the government as well as several organizations that have received financial assistance from the government. The organizations accused of using race as a factor in decisions made about who to help is separate from the programs itself
136788,resolved,https://www.courts.wa.gov/court_rules/,guilty,Charlean MacAscaidh,4700-104,830-30-9433,548-75-5399,118-54-0686,The case is about a woman who was discriminated against by the police because of her sex
137243,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Sherlocke Swetman,4805-108,105-49-5346,202-06-2837,370-71-1745,The plaintiff in this case is a group of homeowners who live in a city park. The defendants are the city and the group of homeowners. The city took away their property from within the city limits and the group of homeowners tried to sell their home outside of the city. The city was then able to get around state rules that allow them to keep all of the sales proceeds
137931,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Nowell McGenis,1489-100,647-34-5812,622-24-7567,613-65-3866,The plaintiff in this case is a group of people who are arguing that they were wronged by the defendant company. The company has been defend by adding an after-market cover for their vehicles that covers the driver and passengers with solar energy. The plaintiffs argue that the cover saves the company money because it is environmentally friendly and helps save space on the market. The company has counter argued that the plaintiffs are wronged and that they have the right to bring a action for damages
138702,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Michel Philippart,8140-122,121-92-1607,143-12-9031,437-42-5035,The plaintiff in the case is a woman who is married to a man who is not your average Joe. The man has been living with his woman for about 10 years and they have two children. The woman has been trying to get the man to turn over evidence of his bedtime stories and such in order to prove that he is innocent
141469,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Roanna Noel,6401-108,398-47-8954,794-48-5598,490-83-4516,In this case the plaintiff is a coffee shop that is challenge to a city’s permit requirements for coffee shops. The city requires coffee shops to have a full kitchen and employees must be on-site for at least four hours per day except during office hours. Coffee shops are also allowed to sell food
142550,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lauri Kinnar,2939-110,887-66-6020,548-26-4588,443-19-6804,The case is about a man who was refused service at a restaurant because he isn't a celebrity
142949,resolved,https://www.courts.wa.gov/court_rules/,guilty,Karoly Muffen,1100-100,887-58-5875,560-44-0058,650-24-0226,The case is about a woman who was falsely accused of a crime and who has to fought for years to get her story correct
143127,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Gerrie Lytle,0600-112,224-34-6872,138-97-1517,332-62-8009,The plaintiff in this case is a restaurant owner who argues that the defendant’s policy discriminated against her because of her race. The defendant denies the allegations of discrimination and argues that the plaintiff was never required to sign a certification of Compatibility with Metal Regulations (MTR) before opening their restaurant thereby creating a predicate for discrimination. The district court agreed with the defendants and found that the plaintiff was not required to sign the MTR and that therefore they were not expressly protected by the policy. The case is now before the Tenth Circuit.
146278,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Pedro Rodgerson,5785-114,346-63-1828,346-63-1828,591-77-1232,Petition for a writ of habeas corpus (common law claim)The petitioner in this case is an inmate at the Seattle County Jail. He petitioned the court for relief on the basis that he is being arbitrarily and summarily executed and that there is no hearing to determine his life or death
150344,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Minna Gillooly,8140-120,673-33-3136,748-65-3064,311-20-5917,The case is about a man who was falsely accused of a crime and who is trying to prove his innocence
150747,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Derrik Sinncock,4805-104,507-84-3370,303-94-6478,711-39-4670,The plaintiff in this case is a small business owner who alleges that her employer violated her employment rights by giving her less work time than was necessary for her job. The defendant in this case is the employer's successor in interest
151369,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Rolando Curwen,2939-110,832-55-6623,820-05-8945,411-58-1504,The plaintiff in this case is a customer who was given a gift card for their purchase of a home cleaning service. The service was provided but no gifts were given
151466,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Catie Peinton,0600-110,405-44-3872,473-56-2674,171-84-8932,The plaintiff in this case is a grocery store owner who claims that he has been around for years and has never had any problems with his store but one customer came to the attention of management and told them that he had seen a young woman working at the store and she appeared to be having an affair with one of the employees. Management then became aware of it and took action to keep the customer away from the store
152643,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Barty Oherlihy,2911-118,387-27-8434,213-93-0122,151-85-4570,The plaintiff is a woman who is married to a man who is also her husband’s parent. The man has been living with his mother and father in Seattle for 10 years. The woman provides care for him does not have any control over his care and receive no income from her husband
152816,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Slade Boyes,7692-120,499-22-1580,336-88-2364,684-95-2471,"The case is about a man who was suing the city for $1 billion after it was claiming he was experiencing impaired freedom of expression.""The man's case is being tried in a local court and will last for between four and six months. If the man wins he will have to pay costs and profits to the city and if he loses he may have to pay his costs and profits to the city."""
152856,resolved,https://www.courts.wa.gov/court_rules/,guilty,Remington Savin,7692-106,742-13-0083,271-53-6537,566-44-4667,The plaintiff in this case is a business owner who is appealing a land management decision that classify her property as a public interest. The decision was made after the business owner had to close down because of an insect infestation on her property. The plaintiff has been fighting the decision for over two years now
152994,in_court,https://www.courts.wa.gov/court_rules/,guilty,Gertrudis Pocknoll,2911-114,387-25-1188,777-41-2922,266-71-0615,The plaintiff in this case is a limited liability company (the “Company”) that is known for providing legal assistance to businesses in need. The defendant is a business owner who argues that the Company ischwitz infringing on his rights under the Android app patent. The trial court ruled that the Company is Auschwitz infringging on the patent and the defendant filed a motion to vacate the ruling and rule in its favor. The full trial court decided that the Company is Auschwitz infringement acceptable and the defendant moved to vacate the decision and rule in its favor
153108,resolved,https://www.courts.wa.gov/court_rules/,guilty,Melisent Rawlins,4613-106,734-33-6049,144-49-6336,707-55-1650,The plaintiff is a woman who was sexually assaulted by a man who she thought was her boyfriend. The man was not her boyfriend and she was not sure if she was being raised correctly at the time of the assault.
153588,in_court,https://www.courts.wa.gov/court_rules/,guilty,Vyky Zapater,3360-118,723-16-6450,723-16-6450,560-51-8074,The plaintiff in this civil case is a business owner who was employed at the other company for 7 years. The other company has now-defeated its fair work conditions and agreement with the seventh year employee causing him to lose his job and income. He has been jobless since then
154204,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Alaster Excell,2939-102,864-80-7444,619-12-5241,441-96-0357,The case is about a man who was paid to write a letter of recommendation for a job he applied for but was not given the job. The man claimed that he was given a different letter of recommendation in place of the one that was supposed to be sent to the job. The man claimed that he received the letter in error and that he wasn't even allowed to see the job offer until after it was sent
154497,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Adel Coles,6401-108,398-47-8954,401-36-9299,490-83-4516,The plaintiff in this case is a group of people who are protesting against what they believe to be the unfairness and injustice of the system. The defendant is the city of Seattle
155192,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Randell Jarville,3571-122,684-61-2022,684-61-2022,204-46-1564,The plaintiff in this case is a coffee shop. The business is located in the city and the owner has been making coffee since 1978. The coffee is good but the price is bit high. The defendant in this case is the coffee store owner
155483,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Erhart Cullington,2021-102,789-20-8993,810-38-9901,378-70-0497,The plaintiff is a woman who was sexually assaulted by a group of men she knew. She challenges the adequacy of the criminal justice system in response to the attack
155489,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Dacia Facher,0813-106,194-64-6500,545-84-7542,585-94-5361,The court case is between the plaintiff and the defendants. The defendants are a business owner and employee who were accused of discriminating against her based on her race
156314,in_court,https://www.courts.wa.gov/court_rules/,guilty,Deva Abrahamson,7922-124,121-10-6353,459-43-5955,321-44-3443,The case is about a woman who was sexually assaulted by a group of men she met online. She against suing them but eventually decides that they are not the responsible party for the attack and decides to settle the case.
157668,resolved,https://www.courts.wa.gov/court_rules/,guilty,Sandie Rowdell,8757-112,587-84-7042,587-84-7042,754-44-2422,The plaintiff in this case is a group of people who argue that they areocumented and protected from discrimination based on their sexual orientation. The defendants in this case are the city of Seattle and the townspeople around it
158224,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Fraze Mc Dermid,4805-104,440-32-1716,284-26-7916,564-41-1910,The plaintiff in this case is a coffee maker. The defendant coffee maker has been causing coffee makers to stop working and the plaintiff has been fighting to get the coffee machines back.
159462,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Michele Neward,2939-102,379-25-6271,615-58-9774,678-39-9089,The involved party is a business owner who feels that she was wronged by the business’s owner. She is seeking damages for economic loss physical pain and emotional hurt.
159883,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Emilia Kauble,1568-124,129-67-0193,212-25-3602,792-64-2058,The plaintiff in this case is a convenience store owner who alleges that the defendant in the case Amazon through its agents caused him to lose money on purchases made with his customers’ money
160113,resolved,https://www.courts.wa.gov/court_rules/,guilty,Hanna Dax,8140-124,658-32-7840,739-95-4284,823-18-9768,The plaintiff in this case is an individual who is challenging the legality of Seattle's labor laws. He argues that they are not properly reflecting the needs of the workplace and that he has been struggling to get his job done because of them
160477,in_court,https://www.courts.wa.gov/court_rules/,guilty,Murial Calyton,0813-110,598-24-8401,154-07-9921,898-91-8536,The plaintiff is a person who is seeking damages for religious discrimination in the workplace. The defendant is the company that he works for
160799,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Melisa Maraga,0813-106,821-45-0681,132-66-1834,268-90-1937,The plaintiff is a woman who is married to a man who is also her husband's parent. The man has been living with his parents since he was 18 years old. The man is not of legal drinking age and the family does not drink. The husband has been working full-time as a commercial driver for about 4 years now
163529,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Glynda Denacamp,2911-122,387-21-5553,387-21-5553,755-44-2185,The plaintiff in this case is a group of citizens who complained about the excessive use of police Officers in the city of Seattle. They were not only taking legal action against the officers but also against the city for its role in allowing the officers to be so Use.
164333,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Briana McRavey,1947-124,834-99-3273,241-65-5732,773-99-1274,The case is about a small business owner who uses the term “orphan” when referring to his business. The business is not considered a “pharmaceutical company” so he is not allowed to sell products through the company
165740,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Nannie Dewen,6401-100,427-38-2608,597-59-4342,283-02-1994,The plaintiff in the case is a few years old. He has been with his family for about 10 years. He has a home a job and a life. When his mother dies he was left in the lot with no way to get out. The defendant is the company that operates the company carousel
165847,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Korrie Doers,0813-114,178-87-3458,631-32-6477,566-95-3358,In this case the plaintiff is a city councillor who is challenging the legality of an ordinance that he believes is unconstitutional. The ordinances that the Councillor is challenging are those that criminalize public nudity and make it a misdemeanor toplessness
166338,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Zorine Grundy,1568-100,835-10-7201,785-72-8669,341-47-5222,The plaintiff in this case is a person who Indices.com (Indices.com). Inos-lato was using the name of someone else to try and identify as that person. When Inos-lato was identified he took legal action against the person who INDICES.COM had used as his name. The plaintiff argue that INDICES.COM should be allowed to continue to use the name because it is personal information about the victim
167151,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Annnora Bloxland,3571-102,308-16-1736,308-16-1736,593-71-0102,In this civil case the plaintiff is a city councillor who is challenging the legality of a city policy that requires all businesses with more than five employees to have a city-issued key card. The city policy is considered a form of worker exploitation as businesses with more than five employees are nature’s “eaturing” – they are able to sell their products and services in the city without having to rely on government assistance. The City of Seattle has been sued for various reasons including being unable to provide access to key cards and forcible Takeovers. The plaintiff challenges the legal process claiming that he is being forced
167800,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Miles Springall,1947-124,589-60-0085,589-60-0085,439-16-1273,The plaintiff in this case is a group of people who identify as transgender. The group has been protesting against the city of Seattle for years and has weathered waves of criticism and violence. In 2016 the city passed a law that made it easier for providers of gender-based discrimination to list their services on the market. The group challenges this in the courts and is currently through the court system.
168223,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Kathlin Currington,6374-102,172-21-9750,327-54-2736,488-13-1804,The court case is between the plaintiff and the defendant. The plaintiff is an individual who was employed by the defendant at one point in time. The defendant was former employee of the plaintiff who now works for the defendant
168244,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Maximilianus Backshall,2939-108,843-70-5633,843-70-5633,521-67-5925,The case is about a man who was pepper-sprayed by police after he had stopped to help a car that was broken down at a rest stop. The man was not in the car and did not know it so police pepper-sprayed him. He has since developed a skin condition that has caused him pain for many years.
170172,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Timmi Benini,5785-114,681-81-2305,681-81-2305,741-68-5610,Civil caseThe plaintiff in this civil case is a small business owner. He is the owner of a pet-sitting business that was founded in the early 2000s. In the past this business has served the needs of people in Seattle and the surrounding area. But over time his business have grown and became larger. He is now using his resources to provide services to people who are not able to live without their pets
173891,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Micah Caldera,6708-106,428-19-9096,444-47-9809,862-38-8937,The plaintiff in this case is a group of grocery store customers who complain that the hands of the cashier are constantly moving around and that the customer service is not as good as it should be. The defendants in this case are the grocery store management and the customers
176963,in_court,https://www.courts.wa.gov/court_rules/,guilty,Sher Slixby,6401-106,167-13-6696,316-42-4973,846-32-6152,The plaintiff in this case is a blue-collar worker who has worked at various places throughout Seattle for over 20 years. He has worked in many different factories and has knowledge of the following:1. The prices charged by the factory to which he appears to be working in terms of salary and other benefits
178345,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Sydney McFarlan,0813-106,132-66-1834,837-53-9845,683-93-2868,The plaintiff in the case is a group of residents in Seattle who were protesting against a debtors' prison. The defendants are the city and the company that is building the Prison
179031,in_court,https://www.courts.wa.gov/court_rules/,guilty,Candace Dornin,1568-124,432-26-8411,432-26-8411,320-62-3984,In this case the plaintiffs are challenging the legality of a Seattle ordinance that requires developers to get specific consent from property owners before making any construction modifications. The developers have argued that the consent law is anSilly Law because it does not account for new development that has already been done on the site and there has been no study or monitoring of the site of the proposed change. The court may hear both sides until late summer.
179348,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Trude Bubeer,0813-110,287-83-1678,598-24-8401,683-59-5486,The plaintiff in this case is a group of plaintiffs who were protesting against a building on the city's downtown. The building was being designed by a company that had ties to the military. The protesters felt that the building would bring attention to the military and increase its presence in the city. They were also concerned that the building would be a haven for crime and violence
179413,resolved,https://www.courts.wa.gov/court_rules/,guilty,Hamnet Ros,2939-104,699-18-9855,737-42-2809,445-64-5214,The plaintiff in this case is a business owner who argues that the defendant’s policy allows for free speech but does not protect her from potential malicious online attacks. The defendants argue that the policy allows for no free speech and that the business should be protected from any online threats it may face
180448,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Brnaba Waith,1947-124,834-99-3273,852-18-2405,773-99-1274,The plaintiff is a person who was employed by the defendant. He challenges the validity of the contract and the reasonableness of the wages paid him
181261,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Ali Vitall,8140-114,502-07-5870,823-62-6693,363-97-3748,The plaintiff in the case is an individual who is claiming discrimination against him because of his sexual orientation. The defendant is the local government agency that he works for
181500,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Flemming Huguenet,1947-124,586-19-1720,834-99-3273,335-01-7637,The case is about a group of protesters who gathered at a Seattle park to call for change. They were met with pepper spray and tear-gas by police
181996,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Sammy Wyley,7817-106,571-07-4367,236-99-0161,492-81-2393,The plaintiff in this case is a business owner who was the manager of a small restaurant. The business went bankrupt and the owner was left with no money to support his family. He is now left with no money at all. The defendant is the business’s creditor which is the person who originally induced the business to be created
182611,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ingamar Dumbelton,6708-116,436-87-5921,525-18-0199,152-94-4764,The plaintiff in the case is a group of people who identify as witches. They claim that they were cast out of their homes by a particular witch and they have been living in the area since then. The other plaintiffs in the case are not witchy people and instead they believe in natural justice. They want to challenge the decision of the witch to cast them out because they believe that their rights were not being treated fairly.
183980,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Currey Botterman,3571-122,398-03-2606,808-61-0341,357-95-4869,The plaintiff in this case is a city employee who was laid off in 2013. They argue that the company was aware of their job loss but did not take any steps to prevent it which caused their health condition to worsen
184457,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Elyn Shimony,2021-124,792-55-1607,792-55-1607,369-38-9274,In this civil case the plaintiff is a business owner who has been battling to win damages from the defendant an unknown company for years. The defendant has always been able to get the company's products to her customers but the plaintiff has never been allowed to bring a case against them
185361,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ninnette Gaine,6374-102,327-54-2736,523-12-5214,100-49-3490,The plaintiff in this case is a grocery store that is accused of emitting large amounts of noise. The grocery store has been accused of causing loud noises since the early 2000s. The complaints have been made by people across the United States
185551,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Garvey Greenier,4805-108,296-58-5198,597-92-7107,577-45-6464,The plaintiff in this case is a PUBLIC UTILITIES CORPORATION employee who was laid off in 2013. The defendant is the KINGSBY TELEPHONE COMPANY employee who was laid off in 2013
186708,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Kahaleel McPeeters,1100-110,369-15-2521,513-50-6056,398-46-1480,The plaintiff in this case is a business owner who alleging that her company was violates the Affordable Care Act. She is seeking damages for losses due to the Affordable Care Act and its requirements
187370,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ophelie Nemchinov,4773-102,367-13-0639,628-43-8933,669-64-9292,The plaintiff in this case is a person who isrehensive about sharing personal information with others. They are certain that they are not being treated fairly or properly
187560,resolved,https://www.courts.wa.gov/court_rules/,guilty,Jeane Whitsun,5785-110,108-23-4456,206-67-3369,733-15-0300,The plaintiff in this case is a group of residents in the Seattle metropolitan area who were protesting construction of a new airport. The defendants are the developer and the government of Washington D.C
189592,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Valentijn Vasyutochkin,8140-120,748-65-3064,748-65-3064,837-78-8261,The plaintiff in this case is a group of people who identify as transgender. They were born as men but identify as women. The group has been living as women for many years and has been trying to get their male identity recognition from the government
190037,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Prent Selly,2911-118,213-93-0122,213-93-0122,315-38-4426,The case is about a man who was arrested for disorderly conduct after making an anti-government protest. The man was taken to jail and then released but he started to have trouble getting up and felt like he was in pain. He went to the hospital but his pain was only temporary and he continued to feel injured. He went to the police but they could not seem to help. He then decided to go to court
