client_ssn,client_name,client_street,client_city,client_zip,client_state,client_dob,client_phone,firm_id,dept_num
106-95-9828,"Ethelyn Asbrey","74766 Welch Circle",Denton,76210,Texas,1982-03-22,9723514427,64-866-6708,122
106-95-9828,"Ethelyn Asbrey","74766 Welch Circle",Denton,76210,Texas,1982-03-22,9723514427,64-866-6708,116
109-94-8351,"Eugenio Snailham","833 Atwood Drive",Wichita,67230,Kansas,1958-08-25,3167121544,31-448-4700,104
110-25-7339,"Allie Riceards","09985 Debra Circle",Minneapolis,55436,Minnesota,1957-09-14,6129244769,38-183-8757,112
110-25-7339,"Allie Riceards","09985 Debra Circle",Minneapolis,55436,Minnesota,1957-09-14,6129244769,38-183-8757,122
113-23-6467,"Nestor Yarrall","25155 Magdeline Court","El Paso",88514,Texas,1925-04-28,9155296460,14-373-4613,118
113-23-6467,"Nestor Yarrall","25155 Magdeline Court","El Paso",88514,Texas,1925-04-28,9155296460,14-373-4613,106
113-68-7577,"Torrance O'Ferris","3 Declaration Drive","New York City",10165,"New York",1955-05-01,9172543748,19-605-3360,106
113-68-7577,"Torrance O'Ferris","3 Declaration Drive","New York City",10165,"New York",1955-05-01,9172543748,19-605-3360,112
113-68-7577,"Torrance O'Ferris","3 Declaration Drive","New York City",10165,"New York",1955-05-01,9172543748,19-605-3360,118
113-77-3690,"Vivianne Beadell","741 Declaration Court",Buffalo,14215,"New York",1906-03-26,7169634783,24-809-5785,104
114-02-8698,"Ikey Welds","8 Nevada Court",Lincoln,68583,Nebraska,2011-12-29,4027568898,38-183-8757,112
114-02-8698,"Ikey Welds","8 Nevada Court",Lincoln,68583,Nebraska,2011-12-29,4027568898,38-183-8757,122
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,122
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,120
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,114
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,124
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,110
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,104
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,102
114-15-6294,"Eduino Dobby","70 Karstens Street",Ogden,84409,Utah,1932-04-26,8012897279,96-251-8140,100
114-57-5258,"Sheela Chable","76727 5th Crossing","Fort Worth",76192,Texas,1998-10-28,6826647941,14-384-2939,100
114-57-5258,"Sheela Chable","76727 5th Crossing","Fort Worth",76192,Texas,1998-10-28,6826647941,14-384-2939,108
114-57-5258,"Sheela Chable","76727 5th Crossing","Fort Worth",76192,Texas,1998-10-28,6826647941,14-384-2939,104
114-57-5258,"Sheela Chable","76727 5th Crossing","Fort Worth",76192,Texas,1998-10-28,6826647941,14-384-2939,110
114-57-5258,"Sheela Chable","76727 5th Crossing","Fort Worth",76192,Texas,1998-10-28,6826647941,14-384-2939,102
115-56-8191,"Atlante Mercik","5 Surrey Pass",Washington,20215,"District of Columbia",2003-10-02,2025000239,64-866-6708,106
115-56-8191,"Atlante Mercik","5 Surrey Pass",Washington,20215,"District of Columbia",2003-10-02,2025000239,64-866-6708,122
115-56-8191,"Atlante Mercik","5 Surrey Pass",Washington,20215,"District of Columbia",2003-10-02,2025000239,64-866-6708,116
115-56-8191,"Atlante Mercik","5 Surrey Pass",Washington,20215,"District of Columbia",2003-10-02,2025000239,64-866-6708,120
117-52-4132,"Flinn Thorlby","9 Spaight Way",Pittsburgh,15255,Pennsylvania,2021-01-07,4123973147,40-386-3571,114
117-52-4132,"Flinn Thorlby","9 Spaight Way",Pittsburgh,15255,Pennsylvania,2021-01-07,4123973147,40-386-3571,122
117-52-4132,"Flinn Thorlby","9 Spaight Way",Pittsburgh,15255,Pennsylvania,2021-01-07,4123973147,40-386-3571,102
117-57-5935,"Waly Seymer","6309 Gulseth Circle",Chicago,60646,Illinois,1924-11-27,3126375126,52-271-5785,110
117-57-5935,"Waly Seymer","6309 Gulseth Circle",Chicago,60646,Illinois,1924-11-27,3126375126,52-271-5785,122
117-57-5935,"Waly Seymer","6309 Gulseth Circle",Chicago,60646,Illinois,1924-11-27,3126375126,52-271-5785,114
118-43-7650,"Moe Hullins","904 Harbort Parkway",Paterson,7522,"New Jersey",2012-02-09,2016847160,27-836-4773,112
118-43-7650,"Moe Hullins","904 Harbort Parkway",Paterson,7522,"New Jersey",2012-02-09,2016847160,27-836-4773,118
118-43-7650,"Moe Hullins","904 Harbort Parkway",Paterson,7522,"New Jersey",2012-02-09,2016847160,27-836-4773,102
118-43-7650,"Moe Hullins","904 Harbort Parkway",Paterson,7522,"New Jersey",2012-02-09,2016847160,27-836-4773,104
118-49-1172,"Fitz Llopis","5 5th Circle",Memphis,38181,Tennessee,1945-01-13,9016541482,36-768-2911,106
118-49-1172,"Fitz Llopis","5 5th Circle",Memphis,38181,Tennessee,1945-01-13,9016541482,36-768-2911,118
118-49-1172,"Fitz Llopis","5 5th Circle",Memphis,38181,Tennessee,1945-01-13,9016541482,36-768-2911,122
118-49-1172,"Fitz Llopis","5 5th Circle",Memphis,38181,Tennessee,1945-01-13,9016541482,36-768-2911,114
118-54-0686,"Judie Thornham","7 Debs Place","Saint Paul",55108,Minnesota,2003-05-28,6513993871,64-866-6708,116
118-54-0686,"Judie Thornham","7 Debs Place","Saint Paul",55108,Minnesota,2003-05-28,6513993871,64-866-6708,120
118-54-0686,"Judie Thornham","7 Debs Place","Saint Paul",55108,Minnesota,2003-05-28,6513993871,64-866-6708,122
118-54-0686,"Judie Thornham","7 Debs Place","Saint Paul",55108,Minnesota,2003-05-28,6513993871,64-866-6708,106
118-56-2590,"Erinna Lamport","87 East Avenue",Seattle,98133,Washington,1916-04-08,4253398008,69-192-7922,124
119-20-0533,"Marcia Cruden","4245 Bultman Plaza","Winston Salem",27157,"North Carolina",1949-09-22,3366410416,77-304-4805,108
119-20-0533,"Marcia Cruden","4245 Bultman Plaza","Winston Salem",27157,"North Carolina",1949-09-22,3366410416,77-304-4805,104
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,106
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,108
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,100
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,104
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,124
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,112
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,114
119-24-0657,"Annaliese Van Arsdall","176 Mifflin Parkway",Durham,27717,"North Carolina",2013-06-24,9198195971,87-043-6401,110
119-41-7069,"Ephrem Milch","095 Kedzie Street",Bradenton,34210,Florida,1992-01-02,7274389271,18-439-1489,110
119-41-7069,"Ephrem Milch","095 Kedzie Street",Bradenton,34210,Florida,1992-01-02,7274389271,18-439-1489,100
119-41-7069,"Ephrem Milch","095 Kedzie Street",Bradenton,34210,Florida,1992-01-02,7274389271,18-439-1489,124
119-80-5358,"Saraann Copperwaite","24 Knutson Point",Oakland,94616,California,1953-10-19,5108066398,44-618-0600,122
119-80-5358,"Saraann Copperwaite","24 Knutson Point",Oakland,94616,California,1953-10-19,5108066398,44-618-0600,112
119-80-5358,"Saraann Copperwaite","24 Knutson Point",Oakland,94616,California,1953-10-19,5108066398,44-618-0600,104
119-80-5358,"Saraann Copperwaite","24 Knutson Point",Oakland,94616,California,1953-10-19,5108066398,44-618-0600,110
120-85-5354,"Luci Pinch","1240 Swallow Alley","New York City",10060,"New York",1974-04-29,6463513678,74-575-2423,108
120-85-5354,"Luci Pinch","1240 Swallow Alley","New York City",10060,"New York",1974-04-29,6463513678,74-575-2423,122
120-85-5354,"Luci Pinch","1240 Swallow Alley","New York City",10060,"New York",1974-04-29,6463513678,74-575-2423,124
120-85-5354,"Luci Pinch","1240 Swallow Alley","New York City",10060,"New York",1974-04-29,6463513678,74-575-2423,116
121-69-7746,"Darnall Caizley","62302 Onsgard Drive","Staten Island",10305,"New York",1997-08-12,7187133886,77-304-4805,104
121-69-7746,"Darnall Caizley","62302 Onsgard Drive","Staten Island",10305,"New York",1997-08-12,7187133886,77-304-4805,108
121-72-1546,"Lorene Morales","7 Melrose Terrace",Tucson,85710,Arizona,1939-08-09,5207046236,22-285-1947,106
121-72-1546,"Lorene Morales","7 Melrose Terrace",Tucson,85710,Arizona,1939-08-09,5207046236,22-285-1947,112
121-72-1546,"Lorene Morales","7 Melrose Terrace",Tucson,85710,Arizona,1939-08-09,5207046236,22-285-1947,124
122-75-9439,"Che Kingstne","7 Logan Hill","San Francisco",94132,California,1944-07-07,4156163614,31-448-4700,104
123-23-2529,"Dicky Domingues","989 Graceland Place",Buffalo,14220,"New York",1991-08-13,7167307380,74-575-2423,108
123-23-2529,"Dicky Domingues","989 Graceland Place",Buffalo,14220,"New York",1991-08-13,7167307380,74-575-2423,124
123-23-2529,"Dicky Domingues","989 Graceland Place",Buffalo,14220,"New York",1991-08-13,7167307380,74-575-2423,122
123-23-2529,"Dicky Domingues","989 Graceland Place",Buffalo,14220,"New York",1991-08-13,7167307380,74-575-2423,116
124-34-8745,"Michelle Friar","6 Orin Road",Houston,77276,Texas,2007-03-23,7139584925,39-256-1100,116
124-34-8745,"Michelle Friar","6 Orin Road",Houston,77276,Texas,2007-03-23,7139584925,39-256-1100,110
124-34-8745,"Michelle Friar","6 Orin Road",Houston,77276,Texas,2007-03-23,7139584925,39-256-1100,100
124-34-8745,"Michelle Friar","6 Orin Road",Houston,77276,Texas,2007-03-23,7139584925,39-256-1100,104
124-37-6400,"Livvyy Doorly","23 Glacier Hill Circle",Yonkers,10705,"New York",1999-10-25,9142206770,80-711-7692,106
124-37-6400,"Livvyy Doorly","23 Glacier Hill Circle",Yonkers,10705,"New York",1999-10-25,9142206770,80-711-7692,118
124-37-6400,"Livvyy Doorly","23 Glacier Hill Circle",Yonkers,10705,"New York",1999-10-25,9142206770,80-711-7692,120
124-64-1252,"Darby Gasnell","06 Arrowood Lane","Kansas City",66160,Kansas,1906-06-15,9135404118,14-373-4613,118
124-64-1252,"Darby Gasnell","06 Arrowood Lane","Kansas City",66160,Kansas,1906-06-15,9135404118,14-373-4613,106
125-85-8796,"Clarisse Betjes","3 Muir Court",Lansing,48912,Michigan,1911-07-30,5175746792,77-304-4805,104
125-85-8796,"Clarisse Betjes","3 Muir Court",Lansing,48912,Michigan,1911-07-30,5175746792,77-304-4805,108
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,104
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,100
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,102
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,110
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,122
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,114
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,120
127-26-1151,"Justus Loan","203 Eggendart Court","New York City",10175,"New York",1958-10-07,6463888488,96-251-8140,124
127-71-7057,"Tomkin Ashfold","9 Oak Valley Road",Shreveport,71151,Louisiana,1914-08-13,3181785282,78-297-6374,102
128-47-7447,"Julie Gresch","5985 Eastwood Point",Chandler,85246,Arizona,2008-12-16,6029984587,18-439-1489,100
128-47-7447,"Julie Gresch","5985 Eastwood Point",Chandler,85246,Arizona,2008-12-16,6029984587,18-439-1489,110
128-47-7447,"Julie Gresch","5985 Eastwood Point",Chandler,85246,Arizona,2008-12-16,6029984587,18-439-1489,124
128-81-1902,"Jilli Baytrop","016 Forest Run Center",Philadelphia,19172,Pennsylvania,1937-07-10,2156261694,40-386-3571,122
128-81-1902,"Jilli Baytrop","016 Forest Run Center",Philadelphia,19172,Pennsylvania,1937-07-10,2156261694,40-386-3571,114
128-81-1902,"Jilli Baytrop","016 Forest Run Center",Philadelphia,19172,Pennsylvania,1937-07-10,2156261694,40-386-3571,102
129-04-5147,"Arabele Howson","4 Mariners Cove Point",Tampa,33647,Florida,1977-12-31,8137819409,40-386-3571,102
129-04-5147,"Arabele Howson","4 Mariners Cove Point",Tampa,33647,Florida,1977-12-31,8137819409,40-386-3571,114
129-04-5147,"Arabele Howson","4 Mariners Cove Point",Tampa,33647,Florida,1977-12-31,8137819409,40-386-3571,122
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,124
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,122
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,120
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,114
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,100
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,104
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,110
131-23-4812,"Waylon Blaymires","898 Amoth Trail",Washington,20057,"District of Columbia",1997-11-07,2024916963,96-251-8140,102
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,100
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,104
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,110
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,102
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,124
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,120
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,114
131-29-2897,"Merell Ullyatt","6548 Eggendart Pass",Houston,77070,Texas,1904-10-01,2819870936,96-251-8140,122
131-39-2255,"Garrett Faragan","6 Hanson Way","New Orleans",70129,Louisiana,1919-06-05,5047262359,52-271-5785,114
131-39-2255,"Garrett Faragan","6 Hanson Way","New Orleans",70129,Louisiana,1919-06-05,5047262359,52-271-5785,122
131-39-2255,"Garrett Faragan","6 Hanson Way","New Orleans",70129,Louisiana,1919-06-05,5047262359,52-271-5785,110
132-49-1376,"Wallas Rabjohns","6 Prentice Point",Roanoke,24004,Virginia,1944-10-15,5407711046,77-304-4805,108
132-49-1376,"Wallas Rabjohns","6 Prentice Point",Roanoke,24004,Virginia,1944-10-15,5407711046,77-304-4805,104
133-97-3189,"Monique Whitemarsh","86 Hintze Place",Washington,20575,"District of Columbia",1998-01-19,2029264365,93-738-4268,106
133-97-3189,"Monique Whitemarsh","86 Hintze Place",Washington,20575,"District of Columbia",1998-01-19,2029264365,93-738-4268,124
134-41-5217,"Rodi Pattisson","8011 Golf Alley",Springfield,62711,Illinois,1957-05-27,2175051578,28-990-1568,124
134-41-5217,"Rodi Pattisson","8011 Golf Alley",Springfield,62711,Illinois,1957-05-27,2175051578,28-990-1568,100
134-41-5217,"Rodi Pattisson","8011 Golf Alley",Springfield,62711,Illinois,1957-05-27,2175051578,28-990-1568,108
137-83-6751,"Celle Lovstrom","97347 Walton Lane","El Paso",79989,Texas,1918-03-05,9154868268,38-183-8757,112
137-83-6751,"Celle Lovstrom","97347 Walton Lane","El Paso",79989,Texas,1918-03-05,9154868268,38-183-8757,122
139-40-0280,"Matthus Ivison","3196 Lakewood Lane","El Paso",88584,Texas,1969-11-04,9155627727,36-768-2911,114
139-40-0280,"Matthus Ivison","3196 Lakewood Lane","El Paso",88584,Texas,1969-11-04,9155627727,36-768-2911,122
139-40-0280,"Matthus Ivison","3196 Lakewood Lane","El Paso",88584,Texas,1969-11-04,9155627727,36-768-2911,118
139-40-0280,"Matthus Ivison","3196 Lakewood Lane","El Paso",88584,Texas,1969-11-04,9155627727,36-768-2911,106
139-80-7014,"Jacky Gamlen","235 Grayhawk Street","Little Rock",72215,Arkansas,1915-11-02,5013575533,82-858-3085,100
141-59-1390,"Kathie Copley","72802 Magdeline Hill",Syracuse,13210,"New York",1960-03-03,3154851971,99-416-9999,100
144-54-6199,"Lotta Boness","492 Cardinal Plaza",Spokane,99220,Washington,1912-08-14,5092244312,31-448-4700,104
144-62-2272,"Rudd MacDwyer","001 Russell Avenue","Jefferson City",65105,Missouri,1981-04-07,5735016459,05-212-3704,104
146-12-2325,"Carlyn Reddihough","183 Hintze Avenue",Hartford,6105,Connecticut,1969-04-19,8602063153,31-448-4700,104
147-07-8137,"Mathew Proudley","42 Hanson Point",Dallas,75260,Texas,1967-07-02,2146916175,44-618-0600,110
147-07-8137,"Mathew Proudley","42 Hanson Point",Dallas,75260,Texas,1967-07-02,2146916175,44-618-0600,104
147-07-8137,"Mathew Proudley","42 Hanson Point",Dallas,75260,Texas,1967-07-02,2146916175,44-618-0600,122
147-07-8137,"Mathew Proudley","42 Hanson Point",Dallas,75260,Texas,1967-07-02,2146916175,44-618-0600,112
147-21-5857,"Carlin Ullock","0194 Village Alley","Van Nuys",91499,California,1973-06-20,2139881421,22-285-1947,124
147-21-5857,"Carlin Ullock","0194 Village Alley","Van Nuys",91499,California,1973-06-20,2139881421,22-285-1947,112
147-21-5857,"Carlin Ullock","0194 Village Alley","Van Nuys",91499,California,1973-06-20,2139881421,22-285-1947,106
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,100
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,110
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,104
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,102
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,122
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,124
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,120
148-41-9859,"Hobie Skully","90349 Mcbride Point",Tucson,85725,Arizona,2009-11-27,5203138184,96-251-8140,114
150-20-5274,"Mada Nestor","4 Paget Street",Tampa,33673,Florida,1937-07-09,8136160640,93-738-4268,124
150-20-5274,"Mada Nestor","4 Paget Street",Tampa,33673,Florida,1937-07-09,8136160640,93-738-4268,106
150-24-7726,"Rosie Schout","04052 Portage Way",Mesa,85210,Arizona,1954-01-06,6027237481,44-618-0600,104
150-24-7726,"Rosie Schout","04052 Portage Way",Mesa,85210,Arizona,1954-01-06,6027237481,44-618-0600,110
150-24-7726,"Rosie Schout","04052 Portage Way",Mesa,85210,Arizona,1954-01-06,6027237481,44-618-0600,122
150-24-7726,"Rosie Schout","04052 Portage Way",Mesa,85210,Arizona,1954-01-06,6027237481,44-618-0600,112
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,122
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,114
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,120
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,104
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,102
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,100
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,110
151-05-9205,"Abe MacSorley","857 Mitchell Street","Saint Cloud",56372,Minnesota,1916-06-07,3206631920,96-251-8140,124
151-85-4570,"Emalee Sudran","900 Talmadge Street",Columbus,43226,Ohio,1926-10-23,6149486334,44-618-0600,110
151-85-4570,"Emalee Sudran","900 Talmadge Street",Columbus,43226,Ohio,1926-10-23,6149486334,44-618-0600,112
151-85-4570,"Emalee Sudran","900 Talmadge Street",Columbus,43226,Ohio,1926-10-23,6149486334,44-618-0600,122
151-85-4570,"Emalee Sudran","900 Talmadge Street",Columbus,43226,Ohio,1926-10-23,6149486334,44-618-0600,104
151-89-1526,"Dorian Broggio","6904 Utah Alley",Syracuse,13210,"New York",1956-01-05,3151923473,22-285-1947,106
151-89-1526,"Dorian Broggio","6904 Utah Alley",Syracuse,13210,"New York",1956-01-05,3151923473,22-285-1947,124
151-89-1526,"Dorian Broggio","6904 Utah Alley",Syracuse,13210,"New York",1956-01-05,3151923473,22-285-1947,112
152-72-3619,"Don Kenton","8 Anhalt Pass",Portland,97296,Oregon,1993-01-03,5038629289,18-439-1489,110
152-72-3619,"Don Kenton","8 Anhalt Pass",Portland,97296,Oregon,1993-01-03,5038629289,18-439-1489,100
152-72-3619,"Don Kenton","8 Anhalt Pass",Portland,97296,Oregon,1993-01-03,5038629289,18-439-1489,124
152-77-8634,"Cathrine Snartt","98249 Washington Park",Lubbock,79410,Texas,1918-04-28,8069519061,22-285-1947,124
152-77-8634,"Cathrine Snartt","98249 Washington Park",Lubbock,79410,Texas,1918-04-28,8069519061,22-285-1947,112
152-77-8634,"Cathrine Snartt","98249 Washington Park",Lubbock,79410,Texas,1918-04-28,8069519061,22-285-1947,106
152-94-4764,"Lainey Osbourne","2 4th Park","Baton Rouge",70894,Louisiana,2010-05-23,2259499458,36-768-2911,106
152-94-4764,"Lainey Osbourne","2 4th Park","Baton Rouge",70894,Louisiana,2010-05-23,2259499458,36-768-2911,114
152-94-4764,"Lainey Osbourne","2 4th Park","Baton Rouge",70894,Louisiana,2010-05-23,2259499458,36-768-2911,122
152-94-4764,"Lainey Osbourne","2 4th Park","Baton Rouge",70894,Louisiana,2010-05-23,2259499458,36-768-2911,118
154-85-8935,"Ozzy Armes","5490 Sauthoff Point","San Diego",92115,California,1955-02-21,6197598929,82-858-3085,100
157-98-4869,"Dickie Singleton","0580 Gina Point",Atlanta,30380,Georgia,1991-08-30,4041558225,22-323-0813,106
157-98-4869,"Dickie Singleton","0580 Gina Point",Atlanta,30380,Georgia,1991-08-30,4041558225,22-323-0813,110
157-98-4869,"Dickie Singleton","0580 Gina Point",Atlanta,30380,Georgia,1991-08-30,4041558225,22-323-0813,114
158-58-4198,"Gabie Hewell","00 Hanover Court",Carlsbad,92013,California,1959-12-26,7604668878,40-386-3571,122
158-58-4198,"Gabie Hewell","00 Hanover Court",Carlsbad,92013,California,1959-12-26,7604668878,40-386-3571,114
158-58-4198,"Gabie Hewell","00 Hanover Court",Carlsbad,92013,California,1959-12-26,7604668878,40-386-3571,102
159-83-2149,"Emmaline Hartless","02 Annamark Lane",Lincoln,68524,Nebraska,2006-08-14,4021564955,44-618-0600,110
159-83-2149,"Emmaline Hartless","02 Annamark Lane",Lincoln,68524,Nebraska,2006-08-14,4021564955,44-618-0600,104
159-83-2149,"Emmaline Hartless","02 Annamark Lane",Lincoln,68524,Nebraska,2006-08-14,4021564955,44-618-0600,112
159-83-2149,"Emmaline Hartless","02 Annamark Lane",Lincoln,68524,Nebraska,2006-08-14,4021564955,44-618-0600,122
